gvkey,firm_name,industry,hq_lat,hq_lon,firm_age,initial_size,adopt_digital,digital_year,year,treated,rel_year,log_revenue,revenue,emp,xrd,xsga,ppent,revenue_growth,has_digital_mention
2,Company_002,Manufacturing,37.35585949983034,-81.0371012479877,6,3.6062229996041615,0,,2015,0,,5.432879048156613,228.80704455178747,37.69283473782345,11.036436349137391,46.35826163328571,133.54714376692672,-0.4845632688561379,0
2,Company_002,Manufacturing,37.35585949983034,-81.0371012479877,6,3.6062229996041615,0,,2016,0,,5.986086592665929,397.85459234634726,48.219218893467264,18.77654293191481,78.12704993929032,231.05452184749097,0.5532075445093163,0
2,Company_002,Manufacturing,37.35585949983034,-81.0371012479877,6,3.6062229996041615,0,,2017,0,,5.912416207782713,369.59810322327917,32.484413390299395,18.71974135338872,70.78996308220097,237.93337633523834,-0.07367038488321587,0
2,Company_002,Manufacturing,37.35585949983034,-81.0371012479877,6,3.6062229996041615,0,,2018,0,,6.144018970773292,465.9223413494083,42.44369699015124,,96.6866807039417,294.8030821950872,0.2316027629905788,0
2,Company_002,Manufacturing,37.35585949983034,-81.0371012479877,6,3.6062229996041615,0,,2019,0,,6.091876479876311,442.250507188696,50.10182333346214,20.749077781836288,86.73632608156448,261.61898543082054,-0.05214249089698075,0
3,Company_003,Retail,36.333327399179744,-101.41689370405018,46,4.623434047871335,0,,2010,0,,5.653395129682673,285.25831257439177,95.47049549117727,13.618672708379368,56.987738971298235,74.66006646665876,,0
3,Company_003,Retail,36.333327399179744,-101.41689370405018,46,4.623434047871335,0,,2011,0,,5.762469045929748,318.13284462178416,,16.290977083642378,62.55610698137675,101.40019452717965,0.10907391624707508,0
3,Company_003,Retail,36.333327399179744,-101.41689370405018,46,4.623434047871335,0,,2012,0,,6.186925292422716,486.3484257397669,98.32307919838055,22.910635413053058,96.8289680383728,160.38030813590288,0.42445624649296754,0
3,Company_003,Retail,36.333327399179744,-101.41689370405018,46,4.623434047871335,0,,2013,0,,6.189766008463662,487.7319677087938,97.39879097780701,24.006336001265243,100.15193305068745,153.74083948742492,0.0028407160409464893,0
3,Company_003,Retail,36.333327399179744,-101.41689370405018,46,4.623434047871335,0,,2014,0,,6.085114369570635,439.2700489271692,112.02408372697592,22.054231435854117,88.76256408115626,134.23726598571366,-0.10465163889302698,0
3,Company_003,Retail,36.333327399179744,-101.41689370405018,46,4.623434047871335,0,,2015,0,,6.285722350250781,536.8519457469023,123.17400571989353,28.84686512261858,102.29202794155992,162.17346343502658,0.20060798068014574,0
3,Company_003,Retail,36.333327399179744,-101.41689370405018,46,4.623434047871335,0,,2016,0,,6.154819170507086,470.98166738389176,110.83896871486674,25.78438610286463,100.22197829485891,142.9389054500983,-0.13090317974369547,0
3,Company_003,Retail,36.333327399179744,-101.41689370405018,46,4.623434047871335,0,,2017,0,,6.454806693712425,635.7508197430606,105.12590313194303,33.49121052219588,128.96956025367038,211.551370043305,0.2999875232053393,0
3,Company_003,Retail,36.333327399179744,-101.41689370405018,46,4.623434047871335,0,,2018,0,,6.3247863473245305,558.2385317671286,115.58470308331545,26.428455096085152,122.24970157300427,164.76383901038415,-0.1300203463878944,0
3,Company_003,Retail,36.333327399179744,-101.41689370405018,46,4.623434047871335,0,,2019,0,,6.309409629536602,549.7203143574449,92.71306749867237,28.66441449096342,109.55038707553281,183.31362296145178,-0.015376717787928484,0
4,Company_004,Retail,33.54199325257845,-92.86303096420018,7,4.948021723658601,0,,2010,0,,6.00917992216826,407.1492892205922,138.53280718572185,20.00540783478409,75.81705469716232,119.88827692518116,,0
4,Company_004,Retail,33.54199325257845,-92.86303096420018,7,4.948021723658601,0,,2011,0,,6.007475963523219,406.456114407728,120.59774437088457,17.813750861115366,84.55910018098467,136.291308645179,-0.001703958645040693,0
4,Company_004,Retail,33.54199325257845,-92.86303096420018,7,4.948021723658601,0,,2012,0,,6.179306510046587,482.6571223988864,156.4589648962706,23.278183341805203,95.11188222153493,158.6630112936298,0.17183054652336782,0
4,Company_004,Retail,33.54199325257845,-92.86303096420018,7,4.948021723658601,0,,2013,0,,6.098393556408217,445.1420997208629,173.39591111912233,22.235500331718484,91.37181906417969,126.9892754220848,-0.0809129536383697,0
4,Company_004,Retail,33.54199325257845,-92.86303096420018,7,4.948021723658601,0,,2014,0,,6.209299424194935,497.352695940982,144.68717420204155,23.77452346160956,100.5980292249449,143.57276549243073,0.11090586778671785,0
4,Company_004,Retail,33.54199325257845,-92.86303096420018,7,4.948021723658601,0,,2015,0,,6.660232904698816,780.732752279706,148.19455853875306,40.85847017140716,144.13713299550892,247.01142433641306,0.45093348050388116,0
4,Company_004,Retail,33.54199325257845,-92.86303096420018,7,4.948021723658601,0,,2016,0,,6.485904489530123,655.8318891287173,195.67672370326528,30.258555399909266,148.2685514868322,167.9795210050716,-0.17432841516869324,0
4,Company_004,Retail,33.54199325257845,-92.86303096420018,7,4.948021723658601,0,,2017,0,,6.360104854989915,578.3069915884903,191.4661617775051,29.285229309682627,119.23026788876616,170.62970171393073,-0.1257996345402077,0
4,Company_004,Retail,33.54199325257845,-92.86303096420018,7,4.948021723658601,0,,2018,0,,6.490518391803072,658.8648248266466,177.34276508793525,32.43881746076903,131.01756908350086,214.74417777155958,0.13041353681315737,0
4,Company_004,Retail,33.54199325257845,-92.86303096420018,7,4.948021723658601,0,,2019,0,,6.354293892726213,574.9562165261308,170.02418418660142,32.245523646842805,107.01455426875876,188.07294799132856,-0.1362244990768593,0
5,Company_005,Finance,40.174877148869996,-72.0872287286408,22,4.099619224841132,0,,2010,0,,5.953251964491903,385.0033226429233,74.98208150854448,18.630004871974588,74.40610717379876,112.69693468600948,,0
5,Company_005,Finance,40.174877148869996,-72.0872287286408,22,4.099619224841132,0,,2011,0,,5.774796903939721,322.0790150964028,68.94568224141163,16.67109721829837,66.40905104117657,93.47503453083658,-0.1784550605521824,0
5,Company_005,Finance,40.174877148869996,-72.0872287286408,22,4.099619224841132,0,,2012,0,,6.028093825809923,414.92335889318844,60.109019008044534,20.657108887924085,87.35440411774348,145.77238993102847,0.25329692187020214,0
5,Company_005,Finance,40.174877148869996,-72.0872287286408,22,4.099619224841132,0,,2013,0,,6.087241193804829,440.20529331025335,61.44628804290748,21.865361676424214,87.91337557918172,123.63300932387084,0.05914736799490594,0
5,Company_005,Finance,40.174877148869996,-72.0872287286408,22,4.099619224841132,0,,2014,0,,6.1376392247244285,462.959336791222,58.813263939223624,22.149390843779805,99.4212012956148,125.37412860733075,0.05039803091959971,0
5,Company_005,Finance,40.174877148869996,-72.0872287286408,22,4.099619224841132,0,,2015,0,,6.207011088661449,496.2158872900736,68.41028699902537,27.443737100599403,99.15618262672902,147.5634855269035,0.06937186393702088,0
5,Company_005,Finance,40.174877148869996,-72.0872287286408,22,4.099619224841132,0,,2016,0,,6.298338405311221,543.6678036696607,67.17122573036727,27.37649143090736,114.044742795149,180.29449755391846,0.0913273166497719,0
5,Company_005,Finance,40.174877148869996,-72.0872287286408,22,4.099619224841132,0,,2017,0,,6.521389958330766,679.5222368243814,81.47741243322542,32.71463865591506,141.79728108516665,201.44170344492917,0.2230515530195447,0
5,Company_005,Finance,40.174877148869996,-72.0872287286408,22,4.099619224841132,0,,2018,0,,6.354446985754367,575.0442450524797,73.7230080137982,29.47456414435337,120.61062622345204,175.43610536813142,-0.16694297257639867,0
5,Company_005,Finance,40.174877148869996,-72.0872287286408,22,4.099619224841132,0,,2019,0,,6.434347845627834,622.8762389159673,68.02023143699249,31.064613780957266,,180.96082962610777,0.07990085987346696,0
6,Company_006,Technology,39.39487964209328,-123.2034132244588,11,7.778417276763407,1,2018.0,2010,0,-8.0,6.538132813706082,690.995156064421,2773.0817879149586,107.6662197074641,146.87460873947762,219.45273977896053,,0
6,Company_006,Technology,39.39487964209328,-123.2034132244588,11,7.778417276763407,1,2018.0,2011,0,-7.0,6.853455806135448,947.1484187923223,2655.127190074802,140.2619642669262,188.13924596192547,351.7490757095412,0.31532299242936546,0
6,Company_006,Technology,39.39487964209328,-123.2034132244588,11,7.778417276763407,1,2018.0,2012,0,-6.0,6.872778742845755,965.6280733571728,3081.428647424872,149.56460084921176,209.47246540747432,274.5890853843515,0.01932293671030738,0
6,Company_006,Technology,39.39487964209328,-123.2034132244588,11,7.778417276763407,1,2018.0,2013,0,-5.0,7.209939289104587,1352.8101345665102,2693.98184726271,192.71417311497183,295.263017670774,452.257515342157,0.33716054625883185,0
6,Company_006,Technology,39.39487964209328,-123.2034132244588,11,7.778417276763407,1,2018.0,2014,0,-4.0,7.381493065574518,1605.9858207974985,2291.728755981227,244.3314918849149,316.3536870711112,480.0968057206325,0.1715537764699313,0
6,Company_006,Technology,39.39487964209328,-123.2034132244588,11,7.778417276763407,1,2018.0,2015,0,-3.0,7.4682196839732695,1751.4857101578207,2656.8070578728302,276.33421907213165,347.06821534823615,407.5976796399008,0.0867266183987514,0
6,Company_006,Technology,39.39487964209328,-123.2034132244588,11,7.778417276763407,1,2018.0,2016,0,-2.0,7.290296702486239,1466.0056001888113,3390.795180240528,219.25030284143494,273.47095382283493,480.9872984260258,-0.1779229814870309,0
6,Company_006,Technology,39.39487964209328,-123.2034132244588,11,7.778417276763407,1,2018.0,2017,0,-1.0,7.788972032025924,2413.8349613513124,2680.729656218155,368.8504667109227,468.33368434873967,718.23929521974,0.49867532953968574,1
6,Company_006,Technology,39.39487964209328,-123.2034132244588,11,7.778417276763407,1,2018.0,2018,1,0.0,7.8785313850159575,2639.9925786420035,3294.040521800095,418.5872553110753,556.4897296622664,954.5105525492023,0.08955935299003315,1
6,Company_006,Technology,39.39487964209328,-123.2034132244588,11,7.778417276763407,1,2018.0,2019,1,1.0,7.96723408042759,2884.867008850722,2828.4296508676453,483.3110361066715,591.1379666908852,950.2694067251902,0.08870269541163278,1
7,Company_007,Retail,30.47743587984688,-89.36653049238959,21,6.233817368154783,0,,2010,0,,6.199351746366973,492.42971824947614,554.2664335905739,27.721081816375353,96.03112904325029,146.94911879329624,,0
7,Company_007,Retail,30.47743587984688,-89.36653049238959,21,6.233817368154783,0,,2011,0,,6.450070725636746,632.7470426672459,470.6510253086195,30.48711082828772,120.89350134579476,213.6645020812902,0.2507189792697737,0
7,Company_007,Retail,30.47743587984688,-89.36653049238959,21,6.233817368154783,0,,2012,0,,6.562861663401957,708.2957010870438,547.6988649080076,36.950982674700725,139.58977198116304,206.647054565286,0.11279093776521076,0
7,Company_007,Retail,30.47743587984688,-89.36653049238959,21,6.233817368154783,0,,2013,0,,6.717522679078474,826.7668056971067,567.0920463837954,39.344964770973355,179.36425126516895,201.78221854257208,0.1546610156765169,0
7,Company_007,Retail,30.47743587984688,-89.36653049238959,21,6.233817368154783,0,,2014,0,,6.49218323528139,659.9626452293513,585.1055238333472,33.28545147429832,129.69504646196432,204.07175188803765,-0.22533944379708437,0
7,Company_007,Retail,30.47743587984688,-89.36653049238959,21,6.233817368154783,0,,2015,0,,6.615066360114135,746.254250209818,583.408946138344,40.0327429662491,146.57196069387217,243.3122178301809,0.12288312483274488,0
7,Company_007,Retail,30.47743587984688,-89.36653049238959,21,6.233817368154783,0,,2016,0,,6.614245062608679,745.6416050720836,677.222274274545,37.08698485885776,160.90814605802882,225.75834680006338,-0.000821297505456009,0
7,Company_007,Retail,30.47743587984688,-89.36653049238959,21,6.233817368154783,0,,2017,0,,6.8421105930518955,936.4635438582021,515.0966179897608,44.84178962652767,198.30462811826638,243.7947389058609,0.2278655304432169,0
7,Company_007,Retail,30.47743587984688,-89.36653049238959,21,6.233817368154783,0,,2018,0,,6.829764642033576,924.9730870735882,,47.58676900615496,172.9664269235318,249.86443759036277,-0.012345951018319923,0
7,Company_007,Retail,30.47743587984688,-89.36653049238959,21,6.233817368154783,0,,2019,0,,6.901393113810139,993.6580305486384,611.6693586244753,47.087494889772174,199.04783921803835,307.8263517467525,0.07162847177656317,0
8,Company_008,Manufacturing,35.89578175014489,-69.1084347922378,33,6.790459586423476,0,,2010,0,,6.443112848619598,628.3597473917018,1106.9636403362235,30.823627665229328,125.4351249912739,385.52980666785567,,0
8,Company_008,Manufacturing,35.89578175014489,-69.1084347922378,33,6.790459586423476,0,,2011,0,,6.722181934466294,830.627911344717,915.6371249251715,42.13022211018585,168.85264295993304,549.4107138819169,0.27906908584669576,0
8,Company_008,Manufacturing,35.89578175014489,-69.1084347922378,33,6.790459586423476,0,,2012,0,,6.783291781935837,882.9704918091124,1124.0787891059722,47.29866858416677,181.878194249373,491.831042828591,0.06110984746954351,0
8,Company_008,Manufacturing,35.89578175014489,-69.1084347922378,33,6.790459586423476,0,,2013,0,,6.803561335277245,901.0505273964015,992.0264651570637,46.15307455585238,176.61139930193636,570.3651305742892,0.02026955334140812,0
8,Company_008,Manufacturing,35.89578175014489,-69.1084347922378,33,6.790459586423476,0,,2014,0,,6.49618074610647,662.606133213456,998.8652922962212,32.248741302196926,131.06842766775938,361.27260566533573,-0.3073805891707755,0
8,Company_008,Manufacturing,35.89578175014489,-69.1084347922378,33,6.790459586423476,0,,2015,0,,6.841780275442058,936.1542645417089,885.6787171212072,46.83523001180572,207.55660689949724,614.7076474665736,0.3455995293355878,0
8,Company_008,Manufacturing,35.89578175014489,-69.1084347922378,33,6.790459586423476,0,,2016,0,,6.940386760593801,1033.1697270347809,1000.9076896982093,53.470902769792865,214.1109240214102,632.1882778025945,0.09860648515174386,0
8,Company_008,Manufacturing,35.89578175014489,-69.1084347922378,33,6.790459586423476,0,,2017,0,,6.895453385428276,987.7734654028227,843.0885410707632,51.16330290308172,208.5860532268911,649.0539985774834,-0.044933375165525646,0
8,Company_008,Manufacturing,35.89578175014489,-69.1084347922378,33,6.790459586423476,0,,2018,0,,7.007136825416701,1104.4876324929292,1219.4371152038357,53.46109340226829,217.9143236857322,754.7336684065731,0.11168343998842545,0
8,Company_008,Manufacturing,35.89578175014489,-69.1084347922378,33,6.790459586423476,0,,2019,0,,7.16221959505852,1289.7705264491563,1114.5477301837677,65.57776876991328,251.09387042596524,762.7026660365269,0.15508276964181889,0
9,Company_009,Energy,30.45591494816159,-92.35471688315417,19,4.826527576417639,0,,2010,0,,6.052967826506651,425.3735935788293,138.13828144716396,19.770652707338833,87.45638982213832,135.2828625757142,,0
9,Company_009,Energy,30.45591494816159,-92.35471688315417,19,4.826527576417639,0,,2011,0,,6.154258185807899,470.71752797090386,110.84346330178187,23.3116954949342,84.26590929094084,140.59872605767774,0.10129035930124797,0
9,Company_009,Energy,30.45591494816159,-92.35471688315417,19,4.826527576417639,0,,2012,0,,6.292934806484751,540.7379639320453,137.04457648974272,27.62137172249078,97.09656825268614,171.93954611541938,0.1386766206768515,0
9,Company_009,Energy,30.45591494816159,-92.35471688315417,19,4.826527576417639,0,,2013,0,,6.237212640601495,511.4309803968424,144.64821827364432,25.263565450412454,104.58535086866326,154.71565634908325,-0.05572216588325585,0
9,Company_009,Energy,30.45591494816159,-92.35471688315417,19,4.826527576417639,0,,2014,0,,6.175547107678799,480.84602652220764,135.4610357337373,24.398103441963748,93.57917518154784,137.98756440296023,-0.06166553292269583,0
9,Company_009,Energy,30.45591494816159,-92.35471688315417,19,4.826527576417639,0,,2015,0,,6.215408592120397,500.4004070893972,131.76852253905955,26.003730639828877,98.93629871712017,151.83330063905075,0.039861484441598094,0
9,Company_009,Energy,30.45591494816159,-92.35471688315417,19,4.826527576417639,0,,2016,0,,6.239251617100062,512.47483998745,132.9105291445803,25.898569663499945,94.8330683882463,162.16747913028223,0.02384302497966484,0
9,Company_009,Energy,30.45591494816159,-92.35471688315417,19,4.826527576417639,0,,2017,0,,6.3574437132997765,576.7700806193944,116.18817630123618,27.77837140636623,111.53606288200459,169.99593707616185,0.11819209619971449,0
9,Company_009,Energy,30.45591494816159,-92.35471688315417,19,4.826527576417639,0,,2018,0,,6.311019735998391,550.6061355295951,139.52344136735738,28.071654253847996,102.79940049704814,158.89429324789683,-0.04642397730138548,0
9,Company_009,Energy,30.45591494816159,-92.35471688315417,19,4.826527576417639,0,,2019,0,,6.408711114311588,607.1106803035083,145.22141549536258,31.02904888099976,122.30307627185816,158.303231164512,0.09769137831319696,0
10,Company_010,Manufacturing,40.494481522053555,-79.13149791583159,30,4.19278750750556,1,2018.0,2010,0,-8.0,5.733941662250596,309.1855747766454,59.33642458349736,14.78593108966176,56.87002358919421,183.26256044959345,,0
10,Company_010,Manufacturing,40.494481522053555,-79.13149791583159,30,4.19278750750556,1,2018.0,2011,0,-7.0,5.776817284283971,322.73039500380554,78.4056986828668,15.43827238517043,63.48331145639473,186.54599156914244,0.04287562203337458,0
10,Company_010,Manufacturing,40.494481522053555,-79.13149791583159,30,4.19278750750556,1,2018.0,2012,0,-6.0,5.9545070342383655,385.4868320209875,74.79571879814253,18.018696973419075,79.48882399186677,244.80595745603867,0.17768974995439457,0
10,Company_010,Manufacturing,40.494481522053555,-79.13149791583159,30,4.19278750750556,1,2018.0,2013,0,-5.0,5.86972936829578,354.1531222342139,70.1675601942259,19.790035871431165,75.9801278101212,204.78196204878648,-0.0847776659425854,0
10,Company_010,Manufacturing,40.494481522053555,-79.13149791583159,30,4.19278750750556,1,2018.0,2014,0,-4.0,5.858429839431093,350.17388291060917,85.00050417983483,15.41175859240689,71.08180454819534,229.92804877354135,-0.011299528864687325,0
10,Company_010,Manufacturing,40.494481522053555,-79.13149791583159,30,4.19278750750556,1,2018.0,2015,0,-3.0,5.995089325299612,401.45254225798726,,18.218938136423453,79.46113199136266,247.62629135937678,0.1366594858685195,0
10,Company_010,Manufacturing,40.494481522053555,-79.13149791583159,30,4.19278750750556,1,2018.0,2016,0,-2.0,6.120920300686614,455.2834994738831,75.9335777920683,21.40106775493146,97.75813401733286,296.1818442993777,0.12583097538700194,0
10,Company_010,Manufacturing,40.494481522053555,-79.13149791583159,30,4.19278750750556,1,2018.0,2017,0,-1.0,6.035964101378979,418.20180427946735,82.81706110632001,19.588553983372865,83.78600817560341,264.93358895393885,-0.08495619930763532,1
10,Company_010,Manufacturing,40.494481522053555,-79.13149791583159,30,4.19278750750556,1,2018.0,2018,1,0.0,6.448719787277956,631.8928175485514,77.18987505538131,35.023864907270166,134.826312325255,371.52385151127913,0.4127556858989774,1
10,Company_010,Manufacturing,40.494481522053555,-79.13149791583159,30,4.19278750750556,1,2018.0,2019,1,1.0,6.281965587539372,534.8389040032016,103.95580551587481,29.83872784894933,108.69295698914165,303.8594912808182,-0.16675419973858396,1
11,Company_011,Energy,25.270128153350175,-92.83549261292406,33,5.873184192069559,0,,2010,0,,6.123500281090501,456.45963853621095,324.5650943323822,22.087536652860223,,128.05015784506986,,0
11,Company_011,Energy,25.270128153350175,-92.83549261292406,33,5.873184192069559,0,,2011,0,,6.712500293314359,822.6248737583942,389.44057094477097,38.273737669469284,147.77507911727503,231.3527554897344,0.5890000122238579,0
11,Company_011,Energy,25.270128153350175,-92.83549261292406,33,5.873184192069559,0,,2012,0,,6.297324491177346,543.1168505561607,427.6386016650898,28.219378162687057,108.4286143608174,166.91324411931328,-0.41517580213701333,0
11,Company_011,Energy,25.270128153350175,-92.83549261292406,33,5.873184192069559,0,,2013,0,,6.6645503112886,784.1107799214582,,37.96547448751,153.64451614331946,288.8198089246126,0.3672258201112548,0
11,Company_011,Energy,25.270128153350175,-92.83549261292406,33,5.873184192069559,0,,2014,0,,6.529245563425963,684.8813170198443,364.76174190369863,33.45969786113234,135.2804433939105,223.75165714898498,-0.13530474786263724,0
11,Company_011,Energy,25.270128153350175,-92.83549261292406,33,5.873184192069559,0,,2015,0,,6.535592378495319,689.2419555285766,376.694760003642,36.95103302686692,138.30320840605017,194.92676126828948,0.006346815069355749,0
11,Company_011,Energy,25.270128153350175,-92.83549261292406,33,5.873184192069559,0,,2016,0,,6.402839567729387,603.5564462998427,471.70828338204655,28.983353802127773,110.47784548650783,181.5780227038058,-0.1327528107659317,0
11,Company_011,Energy,25.270128153350175,-92.83549261292406,33,5.873184192069559,0,,2017,0,,6.570171208410867,713.4919885059307,370.3144084560259,34.63481133034702,131.40816856626648,215.64242851603174,0.1673316406814802,0
11,Company_011,Energy,25.270128153350175,-92.83549261292406,33,5.873184192069559,0,,2018,0,,6.469498585258699,645.1601530382393,436.57013411719805,,129.28872356909523,192.21727958217517,-0.1006726231521684,0
11,Company_011,Energy,25.270128153350175,-92.83549261292406,33,5.873184192069559,0,,2019,0,,6.738255621411624,844.0870435206062,446.80900831964755,41.2917928945132,163.20672967733796,241.8151333619001,0.268757036152925,0
12,Company_012,Retail,49.0,-107.58826284833958,11,4.5361814362231785,1,2018.0,2010,0,-8.0,5.846224995708505,345.9260402509854,92.7717378755401,,65.79867568078971,113.94834008384424,,0
12,Company_012,Retail,49.0,-107.58826284833958,11,4.5361814362231785,1,2018.0,2011,0,-7.0,5.930406736735027,376.307540802295,94.40470833967848,18.46921934237966,71.55116130245729,104.705002536232,0.08418174102652198,0
12,Company_012,Retail,49.0,-107.58826284833958,11,4.5361814362231785,1,2018.0,2012,0,-6.0,6.319530892496263,555.3124301124228,96.96312544337933,27.514536218214193,113.71726022197083,155.00736066253546,0.3891241557612357,0
12,Company_012,Retail,49.0,-107.58826284833958,11,4.5361814362231785,1,2018.0,2013,0,-5.0,5.896009548015404,363.5837058900196,,19.860714468350164,76.00584406882419,122.58039744196444,-0.423521344480859,0
12,Company_012,Retail,49.0,-107.58826284833958,11,4.5361814362231785,1,2018.0,2014,0,-4.0,5.919336787086259,372.16480750310876,97.72105731457577,16.381400120032694,79.30210003807744,122.09287607504383,0.023327239070854766,0
12,Company_012,Retail,49.0,-107.58826284833958,11,4.5361814362231785,1,2018.0,2015,0,-3.0,6.096562857973399,444.3279242578945,125.10404599666938,22.77605539633996,90.39536991695987,135.08672273311507,0.17722607088713982,0
12,Company_012,Retail,49.0,-107.58826284833958,11,4.5361814362231785,1,2018.0,2016,0,-2.0,6.31282079532742,551.5987034151275,99.02074709914942,28.04953876133762,113.880628412201,145.74157556967106,0.21625793735402166,0
12,Company_012,Retail,49.0,-107.58826284833958,11,4.5361814362231785,1,2018.0,2017,0,-1.0,6.5382483958382664,691.0750273736471,117.68121176660595,,142.79480889052698,195.49968165660903,0.2254276005108462,1
12,Company_012,Retail,49.0,-107.58826284833958,11,4.5361814362231785,1,2018.0,2018,1,0.0,6.322424714051094,556.9217325863892,113.39974270980328,30.176233425018925,119.89589757769858,173.21770934149342,-0.21582368178717282,1
12,Company_012,Retail,49.0,-107.58826284833958,11,4.5361814362231785,1,2018.0,2019,1,1.0,6.624558585652812,753.3715901191621,134.4691749539241,42.07310684944761,153.26451907905548,225.35918911177612,0.30213387160171834,1
13,Company_013,Finance,39.8036648168707,-74.11198782050694,27,6.818258513199689,1,2017.0,2010,0,-7.0,6.445886345391734,630.1049201195996,1018.1464475568093,31.770015358865358,119.23149133680784,194.8383106567534,,0
13,Company_013,Finance,39.8036648168707,-74.11198782050694,27,6.818258513199689,1,2017.0,2011,0,-6.0,6.6174580283039415,748.0411787798815,894.4515983732354,37.42204985592597,165.5303535826315,220.26071327989894,0.1715716829122078,0
13,Company_013,Finance,39.8036648168707,-74.11198782050694,27,6.818258513199689,1,2017.0,2012,0,-5.0,6.413026702328862,609.7363815278028,923.0106610533635,32.720151802777764,125.08629703066215,168.35145923968236,-0.2044313259750794,0
13,Company_013,Finance,39.8036648168707,-74.11198782050694,27,6.818258513199689,1,2017.0,2013,0,-4.0,6.548780973742575,698.3922961437704,1072.4767946181075,33.99383102786324,135.4506196263862,225.94259178073156,0.1357542714137132,0
13,Company_013,Finance,39.8036648168707,-74.11198782050694,27,6.818258513199689,1,2017.0,2014,0,-3.0,6.96660784523832,1060.6188582033828,1018.552752621806,54.46496602856671,215.96365048873582,295.93824510119043,0.4178268714957447,0
13,Company_013,Finance,39.8036648168707,-74.11198782050694,27,6.818258513199689,1,2017.0,2015,0,-2.0,7.061804791257388,1166.548643826133,861.1659904625222,56.942663969230274,227.12692722963453,372.1240516643153,0.09519694601906803,0
13,Company_013,Finance,39.8036648168707,-74.11198782050694,27,6.818258513199689,1,2017.0,2016,0,-1.0,7.115829304159013,1231.304313694955,1218.2175342071703,58.98296399031514,257.562860225792,357.67967504368755,0.05402451290162524,1
